loc,PM2.5,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
dwarka,61,2018,8,2,20,494.25,31.28,973.63,9.2,73.95,0.65,265.67,33.1,41.25,9.32,3.83,1.92,3.12,30.15,49.15
dwarka,54.75,2018,8,2,21,414.25,31.03,974.57,9.23,75.42,1.1,248.97,52.88,44.93,6.63,4.53,2.35,2.83,21.55,66.82
dwarka,60,2018,8,2,22,479.75,30.85,974.98,9.17,71.98,1.18,248.3,19.18,31,3.82,6.85,1.52,2.45,24.88,32.08
dwarka,49.25,2018,8,2,23,366.75,30.12,974.73,9.05,73.47,1.1,256.65,14.07,22.75,6.5,7.6,0.75,1.23,26.1,23.68
dwarka,41.75,2018,8,3,0,249.25,29.38,974.38,8.63,75.25,1.03,258.25,8.12,16.63,7.92,12.57,0.65,0.68,25.18,15.47
dwarka,65.75,2018,8,3,1,233.5,29,974,8.42,77.5,1.05,255.12,5.95,13.97,5.65,13.8,0.63,0.5,23.75,12.3
dwarka,133.75,2018,8,3,2,242.25,28.6,973.6,8.3,78.52,1.08,258.3,5.9,15.5,8,10.9,0.7,0.5,24.5,13.1
dwarka,54.5,2018,8,3,3,242.25,28.32,973.48,8.28,79.98,1.08,265.55,5.47,15.6,6.82,10.47,0.63,0.45,21.88,12.77
dwarka,33.5,2018,8,3,4,201.5,27.82,973.65,8.32,82.75,1,264.7,6.5,16.55,7.4,8.32,0.53,0.4,23.38,14.12
dwarka,28.5,2018,8,3,5,201.5,27.32,974.13,8.75,92.9,0.88,259.12,14.8,16.47,12.4,6.75,0.68,0.4,20.73,20.7
dwarka,30.25,2018,8,3,6,261,27.33,974.75,24.1,98.93,0.9,251.62,25.17,19.83,26.78,5.88,1.05,0.88,20.62,30.95
dwarka,42.75,2018,8,3,7,425.75,28.82,974.75,118.03,94.8,1.35,247.47,56.85,21.9,32.03,5.72,1.62,1.3,18.73,57.5
dwarka,50.25,2018,8,3,8,540.5,30.45,974.65,215.95,68,1.68,255.4,26.75,17.9,27.2,8.95,1.05,1.93,26.08,31.2
dwarka,46.5,2018,8,3,9,392.25,31.18,974.2,286.97,61.73,1.87,275.22,11.68,13.38,23.82,17.65,0.75,0.75,27.8,16.62
dwarka,42,2018,8,3,10,360.5,32.43,973.63,380.2,57.02,2.32,281.5,6.62,10.92,22.25,24.97,0.65,0.93,33.45,11.22
dwarka,44.25,2018,8,3,11,352.5,33.82,973.3,421.65,52.6,1.95,280.38,6.25,10.48,21.08,30.7,0.68,0.5,31.85,10.62
dwarka,49.75,2018,8,3,12,369.5,34.05,972.82,264.25,51.68,1.57,292.68,5.07,10.8,7.92,34.8,0.67,0.5,31.1,9.9
dwarka,44,2018,8,3,13,336,34.38,972.23,227.75,50.42,1.73,291.05,4.75,10.4,2.78,37.23,0.63,0.55,26.82,9.45
dwarka,39.5,2018,8,3,14,321.25,34.32,973.4,235.38,51.98,1.35,294.33,5.1,15.6,3.08,27.4,0.68,0.43,24.08,12.37
dwarka,43,2018,8,3,15,339.5,33.67,972.93,154.6,54.77,0.97,295.43,4.48,15.25,8.57,27.57,0.7,0.6,28.33,11.72
dwarka,45.25,2018,8,3,16,319.5,32.7,972.9,70.55,60.2,1.12,276.5,8.2,26,6.65,20.15,1.03,1.05,26.3,20.52
dwarka,64.25,2018,8,3,17,366.5,34.25,972.67,106.9,58.1,0.85,263.15,31.77,36.15,8.02,9.92,1.75,3.15,24.8,45.23
dwarka,68.25,2018,8,3,18,446.75,32.45,972.98,28.73,63.87,0.92,250.08,30.68,35.23,10.93,9.13,2.45,3.3,28.2,43.5
dwarka,52.75,2018,8,3,19,503,31.37,973.43,8.88,69.05,0.92,245.73,64.82,42.05,10.55,4.82,3.1,4.7,25.38,75.37
dwarka,60.25,2018,8,3,20,590.25,31.08,973.65,8.52,68.65,0.92,248.73,77.95,52.53,10.1,4.25,3.8,5.98,26.15,91.3
dwarka,64.25,2018,8,3,21,730.25,30.6,974.03,8.75,67.85,1.25,242.07,48.02,36.5,8,5.02,2.47,7.15,23.7,58.85
dwarka,53.25,2018,8,3,22,556.25,30,974.18,8.7,67.7,1.47,243.08,26.8,27.8,7.78,8.62,1.57,3.8,23.77,36.6
dwarka,43.25,2018,8,3,23,365.5,29.8,974.05,8.72,65.55,1.65,238.65,17.3,21.88,10.3,11.47,0.95,1.75,24.15,25.68
dwarka,40,2018,8,4,0,250.75,29.3,973.73,8.7,66.4,1.12,257.17,9.6,15.53,10.53,15.65,0.78,0.95,23.35,16.1
dwarka,44.5,2018,8,4,1,221.25,28.85,973.3,8.75,68.2,1.08,254.28,8.37,19.55,11.58,15.7,0.7,0.8,23.43,17.22
dwarka,41.5,2018,8,4,2,207,28.62,972.93,8.72,69.53,1.05,249.85,6.3,22.1,15.5,13.1,0.9,0.72,23.5,16.9
dwarka,46,2018,8,4,3,208.5,28.2,972.88,8.72,71.43,0.92,256.25,6.42,21.28,9.95,11.32,0.75,0.73,22.48,16.55
dwarka,43.25,2018,8,4,4,204.75,27.83,973.25,8.77,74.35,0.95,255.32,6.43,19.15,10.9,9.8,0.7,0.58,24,15.45
dwarka,34.5,2018,8,4,5,195.75,28.07,973.35,9.37,71.67,1.38,247.15,10.48,19.78,11.87,10.55,0.65,0.63,24.8,18.92
dwarka,42.25,2018,8,4,6,268.25,27.75,973.78,28.45,75.8,1.22,251.78,20.45,23.53,12.12,8.58,1.15,1.05,25.32,29
dwarka,77.25,2018,8,4,7,360.25,28.3,974.38,77.35,74.25,1.45,251.8,35.43,22.07,12.25,8.13,1.55,2.85,29.05,40.43
dwarka,93.5,2018,8,4,8,400.25,30.03,974.48,236,66.9,1.55,252.75,22.97,16.6,12.1,8.08,1.22,2.05,27.85,27.42
dwarka,70.75,2018,8,4,9,428.25,30.88,974.68,216.7,63.53,1.55,261.43,15.67,16.67,9.42,10.87,0.92,1.28,26.25,21.55
dwarka,50.75,2018,8,4,10,557,32.23,974.45,335.92,61.08,1.18,255.75,21.03,19.42,13.08,9.67,1.13,1.13,26.73,27.38
dwarka,48.5,2018,8,4,11,439.25,34.65,972.75,632.9,49.72,1.52,284.32,10.4,13.08,12.12,19.47,0.73,0.88,29.38,15.43
dwarka,51.75,2018,8,4,12,390.75,35.07,972.7,448.93,48.52,1.3,279.15,7.25,14.55,8.2,26.5,0.7,1,28.63,13.7
dwarka,47,2018,8,4,13,380.25,35.2,972.45,347.53,48.63,1.18,311.8,4.55,10.75,4,38.2,0.62,0.73,23.4,9.4
dwarka,45,2018,8,4,14,360.25,35.45,972.22,286.98,48.35,1.25,308.38,4.8,12.42,5.5,39.93,0.65,0.55,24.6,10.6
dwarka,48.5,2018,8,4,15,365,35.65,972.15,205.8,48.57,1.05,284.93,5.1,15.47,9.25,35.68,0.65,0.58,26.25,12.38
dwarka,51.25,2018,8,4,16,374.75,35.32,971.85,177.95,48.85,0.77,306.55,4.25,10.9,10.28,41.43,0.5,0.58,22.15,9.25
dwarka,55.25,2018,8,4,17,370.25,34.65,972.15,88.88,51.35,0.75,285.67,11.65,22.27,7.8,31.45,0.9,0.45,25.18,21.47
dwarka,56.25,2018,8,4,18,402,33.52,972.65,40.3,58.6,0.8,254.6,25.57,39.3,8.1,12.67,1.8,1.13,30.68,41.77
dwarka,91,2018,8,4,19,517,32.12,973.4,8.88,64.62,0.9,229.42,45.9,52.3,1.87,9.83,3.53,3.95,34.22,65.2
dwarka,175.75,2018,8,4,20,617.75,31.92,973.9,8.72,64.15,1.22,215.67,42.97,46.1,3.8,7.35,3.03,6.07,32.88,59.6
dwarka,107.5,2018,8,4,21,523.5,31.35,974,8.45,65.8,0.72,249.12,31.15,38,11.07,4.78,2.02,3.88,19.38,45.73
dwarka,59.25,2018,8,4,22,411.75,30.63,974.32,8.45,68.43,1.05,236.55,30.57,36.15,16.82,5.12,1.8,2.65,15.8,44.28
dwarka,61.5,2018,8,4,23,382.5,30.5,974.15,8.45,66.8,1.22,231.25,13.05,25.12,15.45,6.87,0.98,1.73,15.6,23.8
dwarka,52.75,2018,8,5,0,294.5,30.03,973.8,8.3,66.55,1.2,251,6.93,17.52,9.92,10.08,0.65,1.05,18.48,14.97
dwarka,39,2018,8,5,1,229.5,29.38,973.4,8.47,68.58,1.4,246.83,6.02,15.23,0.8,13.7,0.67,0.7,30.17,13
dwarka,35.25,2018,8,5,2,216,28.52,972.85,8.65,72.42,1.47,245.15,5.6,14.7,6.6,12.97,0.7,0.6,27.6,12.4
dwarka,33.25,2018,8,5,3,209,28.08,972.62,8.63,74.23,1.25,253.22,5.02,13.5,4.65,13.6,0.65,0.53,26.58,11.3
dwarka,34.25,2018,8,5,4,216.75,27.8,972.95,8.75,76.35,1.05,250.17,6.8,13.25,4.03,10.45,0.65,0.4,27.35,12.5
dwarka,35.25,2018,8,5,5,223.5,27.7,973.07,8.95,76.82,1.05,257.95,7.97,12.18,6.4,8.65,0.55,0.48,21.73,12.95
dwarka,57.25,2018,8,5,6,251.25,27.6,972.8,20.97,78.15,1.4,254.28,11.27,16.4,13.55,10.65,1,1.02,19.45,17.8
dwarka,115.5,2018,8,5,7,322.5,27.95,973.15,59.65,76.62,1.28,253.45,14.2,19.17,13.15,8.5,1.05,2.15,22.4,21.77
dwarka,85.5,2018,8,5,8,335.75,29.73,973.85,172.8,69.88,1.38,250.28,11.03,12.47,13.67,8.17,0.75,1.43,20.75,15.62
dwarka,44.75,2018,8,5,9,373,31.62,973.97,318.6,63.83,1.5,262.73,10.07,14.92,5.72,10.05,0.77,0.85,32.1,16.07
dwarka,43.25,2018,8,5,10,412.75,32.1,974.17,268.38,61.55,1.75,263,11.87,14.9,5.85,12.12,0.65,0.63,31.98,17.6
dwarka,43.5,2018,8,5,11,445.25,32.73,974.07,251.4,60.57,1.47,249.9,11,16.02,10.03,14.1,0.85,0.82,30.9,17.55
dwarka,50.75,2018,8,5,12,478.25,33.35,973.93,274.1,58.9,1.53,247.25,18.6,16.35,15.83,17.15,0.8,0.85,30.75,23.62
dwarka,49,2018,8,5,13,455.5,33.02,973.85,220.17,59.5,1.77,242.58,10.48,14.75,16.68,20.15,0.72,0.7,24.93,16.35
dwarka,48.5,2018,8,5,14,422,32.15,974,126.15,62.57,1.55,227.95,13.1,20.95,21.05,18.25,1.08,0.88,17.6,21.85
dwarka,79.5,2018,8,5,15,455.5,31.43,974.12,72.05,66.6,1.25,207.18,15.73,31.1,20.95,15.7,1.98,3.4,27.07,29.17
dwarka,126.25,2018,8,5,16,527.75,30.45,973.9,29.4,72.62,1.5,211.58,14.05,31.3,20.6,9.57,1.27,3.1,20.72,28.05
dwarka,52.75,2018,8,5,17,443.5,29.92,973.9,32.57,81.88,1.5,185.7,9.03,25.1,12.63,10.73,1.15,2.27,33.75,20.72
dwarka,47.25,2018,8,5,18,358,29.28,974.42,20.6,98.5,1.67,151.97,8.25,24.68,8.77,11.05,1.27,1.73,36.55,19.87
dwarka,49.75,2018,8,5,19,325.5,28.85,974.8,9.22,99,1.68,152.5,7.85,24,8.3,11.08,1.25,1.93,35.98,19.1
dwarka,46,2018,8,5,20,267,28.25,975.1,9.83,99,1.65,158.2,7.95,21.78,8.53,9.73,1.2,1.92,34.57,18.05
dwarka,46.5,2018,8,5,21,221,28.15,975.43,9.82,99,1.35,151.6,7.15,21.93,7.7,8.7,1.12,1.85,26.23,17.55
dwarka,47,2018,8,5,22,206.75,27.62,974.95,12.57,99,1.33,179.05,7.27,23.48,14.12,7.1,0.92,1.53,15.08,18.45
dwarka,42.75,2018,8,5,23,167.5,27.47,974.77,13.25,99,1.48,157.12,5.67,22.95,14.15,5.85,0.85,1.25,12.47,16.8
dwarka,39.75,2018,8,6,0,153.5,27.37,974.4,12.12,99,1.43,155.27,7.4,19.35,10.88,5.3,0.8,0.92,12.42,16.32
dwarka,43.25,2018,8,6,1,160,27.3,973.95,11.95,99,1.58,152.53,7.25,20.63,5,10.8,0.92,0.77,16.32,16.92
dwarka,45.5,2018,8,6,2,157.25,27.3,973.5,11.97,99,1.4,160.88,4.7,17.7,4.9,6.33,1,0.28,30.5,13.2
dwarka,39,2018,8,6,3,157.5,27.3,973.22,12.02,99,1.25,165.65,5.27,17.7,3.07,5.62,0.9,0.9,38.55,13.7
dwarka,33.25,2018,8,6,4,154.75,27.25,973.48,12.1,99,1.25,153.25,5.07,16.92,3.57,5.15,0.9,0.85,49.22,13.2
dwarka,34.5,2018,8,6,5,151.5,27.27,973.8,12.3,99,0.78,128.1,12.63,19.62,4.22,4.53,0.78,0.9,38.55,20.78
dwarka,36,2018,8,6,6,147.75,26.88,974.7,19.97,99.05,0.9,21.95,16.92,18.15,9.88,5.75,0.87,1,24.95,23.5
dwarka,45,2018,8,6,7,135.5,26.9,974.65,35.78,99,0.73,206.15,46.75,21.7,11.5,7.2,2,1.45,24.88,49.6
dwarka,82.5,2018,8,6,8,163.75,27.32,975.02,39.35,98.98,0.77,219.23,52.98,28.28,13,8.38,2.4,3.18,30.25,58.48
dwarka,95.75,2018,8,6,9,203.25,28.25,975.65,74.38,98.95,0.92,186.88,22.4,28.08,4.47,5.1,1.35,1.43,24.45,33.18
dwarka,42.25,2018,8,6,10,163.25,28.08,976.05,99.88,99,1.3,42.02,18.2,32.6,3.82,8.27,1.65,2.25,89.5,32.18
dwarka,44.75,2018,8,6,11,175.25,28.03,975.8,114.52,99,1.2,81.25,15.43,30.43,3.08,11.45,1.2,2.72,82.82,28.68
dwarka,41,2018,8,6,12,196,27.85,975.68,121.93,99,1.3,48.3,12.23,32.65,8.1,16.55,1.1,2.3,65.1,27.32
dwarka,41,2018,8,6,13,180.25,27.92,975.2,123.45,99,1.17,32.88,11.17,31.48,15.87,19.35,1.08,2.52,49.05,25.83
dwarka,41,2018,8,6,14,195,28.72,974.67,128.33,99,0.78,72.58,12.83,28.72,23.95,19.4,1,2.45,29.25,25.78
dwarka,39.25,2018,8,6,15,263.25,29.22,973.92,130.1,92.9,1,35.38,7.88,24.8,23.67,27.38,0.78,2.28,32.92,19.93
dwarka,35.5,2018,8,6,16,231.5,29.55,973.33,132,72.27,1.1,66.05,5.17,25.57,24.9,43.12,0.82,2.45,39.27,17.83
dwarka,42.75,2018,8,6,17,237,29.35,973.48,78.48,75.22,1.12,88.15,6.53,42.4,14.9,47.12,1.43,2.8,51.48,27.9
dwarka,53,2018,8,6,18,267,28.55,973.93,24.73,79.6,1.23,87.33,10.12,47.38,14.8,17.17,1.7,3.27,49.25,33.45
dwarka,57.25,2018,8,6,19,241.25,28.23,974.6,9.3,79.45,0.93,89.98,19.25,47.4,14.75,25.25,1.87,3.28,46.48,40.93
dwarka,51,2018,8,6,20,247.75,28.13,975.2,9.25,79.9,0.97,66.78,20.05,43.25,14.12,75.15,1.92,3.15,43.75,39.38
dwarka,47,2018,8,6,21,245,28.1,975.8,9.15,80.5,0.83,69.78,31.3,37.7,11.68,40.82,1.72,3.05,34.25,45.65
dwarka,44.25,2018,8,6,22,200.75,27.53,976.1,11.88,93.77,1.05,66.38,30.52,33.8,18.55,51.83,1.55,2.85,21.75,42.9
dwarka,43.5,2018,8,6,23,152.75,27.27,976,12.25,99,1.05,63.43,13.25,32.22,17.55,175.28,1.27,1.97,18.9,27.93
dwarka,37.75,2018,8,7,0,112,27.4,975.55,11.48,99,0.8,85.72,19.32,30.85,13.75,89.27,1.32,1.75,18.55,32.17
dwarka,35.75,2018,8,7,1,119.25,27.1,974.9,11.58,99,0.8,80.65,18.05,31.15,8.23,21.2,1.25,1.87,39.65,31
dwarka,39.5,2018,8,7,2,120.5,27.03,974.3,11.72,99.02,0.75,76.95,7.7,26.3,9.5,13.72,0.9,1.4,43.2,20.2
dwarka,35.25,2018,8,7,3,115.5,27,974,11.75,99,0.7,87.12,9.27,25.2,7.15,10.7,0.9,1.42,39.17,20.95
dwarka,36,2018,8,7,4,122.5,27.03,974.2,11.67,99,0.85,86.75,14.48,26.05,7.48,10.6,0.9,1.6,38.2,25.65
dwarka,35.5,2018,8,7,5,122.75,26.97,974.65,12.2,99.05,1.2,73.25,16.5,25.95,10.15,50.73,0.83,1.65,34.28,27.3
dwarka,36,2018,8,7,6,128,26.75,975.12,24.72,99.1,1.6,43.7,15.4,23.8,21.38,135.1,0.8,1.9,21.08,25.2
dwarka,41.5,2018,8,7,7,144.5,27.08,975.65,54.07,99.05,1.08,57.8,27.13,24.5,22.3,59.2,1.2,1.82,19.15,35.35
dwarka,38.75,2018,8,7,8,165.25,27.12,976.05,158.97,99,0.9,72.53,25.03,26.8,23.38,73.45,1.08,2.05,20.73,34.65
dwarka,36.75,2018,8,7,9,85.75,28.93,976.03,248.12,99,0.93,89,20.83,32.85,19.2,14.23,1.18,1.42,25.42,34.5
dwarka,43.5,2018,8,7,10,134,30.47,976.02,297.25,99,0.7,120.3,13.2,33.65,16.15,19.37,1.1,1.67,55.97,28.6
dwarka,47.5,2018,8,7,11,225,32.33,974.12,360.93,68.42,0.7,128.83,9.72,30.18,6.5,31.5,0.87,1.62,50.45,23.95
dwarka,47,2018,8,7,12,232,32.92,973.78,407.45,62.32,0.87,126.87,7.57,28.25,6.65,57.57,0.88,1.42,46.08,21.1
dwarka,54.25,2018,8,7,13,263.25,33.03,973.15,232.8,62.9,1.27,99.5,3.13,27.88,10.9,106.33,1.05,1.9,53.65,17.38
dwarka,64.75,2018,8,7,14,411,29.3,972.53,78,95.35,1.68,101.3,2.8,26.4,17.05,65.65,0.82,2.72,27.68,16.35
dwarka,59.25,2018,8,7,15,195.5,30.52,971.15,123.53,98.65,1.38,340.95,4.13,32.35,18.3,42.35,0.8,1.68,15.08,20.58
dwarka,58.75,2018,8,7,16,197,30.12,971.62,100.2,98.77,1.4,241,4.3,24.12,18.45,40.75,0.73,1.55,15.93,16.33
dwarka,40,2018,8,7,17,163,25.95,973.4,21.12,98.98,2.08,66.92,2.87,14.6,15.55,37.88,0.78,1.28,31.55,10.12
dwarka,23.25,2018,8,7,18,60,25.9,973.03,14.1,98.93,0.75,224.15,11.55,35.62,5.57,12.6,1.5,2.13,51.5,28.42
dwarka,27.25,2018,8,7,19,58.75,26.32,973.75,9.88,98.93,0.77,237.17,33.88,39.67,6.95,5.68,2.2,2.77,28.15,49.1
dwarka,27.75,2018,8,7,20,65,25.62,974.07,9.45,98.9,0.9,256.95,13.05,32.83,5.15,8.85,1.22,2.52,32.87,28
dwarka,26,2018,8,7,21,70.5,25.4,974.5,9.57,98.9,0.7,254.32,11.75,31.1,6.45,8.62,1.25,1.93,30.45,26.05
dwarka,22.75,2018,8,7,22,75,25.6,974.57,9.55,98.93,0.48,306.2,7.65,33.1,11.53,8.4,1.03,1.23,21.25,23.9
dwarka,22.75,2018,8,7,23,73.25,26.02,974.68,9.63,98.9,0.45,292.78,20,34.45,8.43,5.52,1.53,1.58,23.53,34.65
dwarka,27.75,2018,8,8,0,95,26.35,974.12,9.53,98.9,0.4,328.63,10.15,30.65,6.8,6.27,1.22,1.82,23.88,24.57
dwarka,39.75,2018,8,8,1,98,26.72,974.12,9.7,98.95,0.53,177.55,5.42,21.68,5.45,14.9,0.92,1.7,32.1,15.95
dwarka,50.25,2018,8,8,2,107,26.97,973.92,9.75,98.98,0.57,97.7,7.3,19.1,3.3249998,10.48,1,1.75,34.2,16
dwarka,49.25,2018,8,8,3,103.75,27.22,974.12,9.75,99,1.57,38.4,4.95,19.92,1.2,18.47,0.95,1.95,31.33,14.62
dwarka,41.5,2018,8,8,4,75,26.37,974.45,9.92,99,1.78,40.45,3.7,14.4,0.3,20,0.6,1.38,33.2,10.7
dwarka,11.25,2018,8,8,5,21.75,26.42,974.7,10.15,99,1.28,42.5,4.95,20.53,5.2,17.1,0.67,1.13,29,15
dwarka,27.5,2018,8,8,6,42.25,26.58,974.88,28.7,98.98,1,50.68,15.4,21.35,10.6,43.6,0.98,1.38,22.57,23.82
dwarka,39.75,2018,8,8,7,71,27.08,974.95,62.35,98.93,1.3,53.35,22.72,19.97,10.23,35.65,1.2,1.6,25.2,29.2
dwarka,41.5,2018,8,8,8,73.75,28.35,974.2,184.95,98.75,1.47,82.08,14.92,20.08,10.15,12.78,1.05,1.65,29.05,22.85
dwarka,30.5,2018,8,8,9,79.5,30.25,974.38,318.02,98.75,1.38,111.35,10,18.48,6.18,21.03,0.97,1.4,35.42,17.98
dwarka,27.5,2018,8,8,10,99.25,31.82,974.75,434.7,75.62,1.18,134.95,7.35,15.53,0.57,35.7,0.95,1.18,40.22,14.25
dwarka,24.25,2018,8,8,11,104,32.47,974.73,440.32,68.9,1.33,112.98,5.8,13.92,3.15,49.3,0.9,1.4,38.82,12.18
dwarka,28.5,2018,8,8,12,116.75,33.05,974.62,424.53,66.82,1.47,113.25,5.02,15.5,10.15,57.22,0.9,1.5,38.15,12.3
dwarka,28.25,2018,8,8,13,114.75,32,974.38,260.4,75,1.17,149.52,7.62,20.73,12.07,40.62,0.98,1.45,33.6,17.2
dwarka,25.5,2018,8,8,14,114,34.45,973.38,346.97,62.75,1.12,89.05,5.48,21.9,19.82,58.32,0.83,1.05,18,16.08
dwarka,29,2018,8,8,15,137.25,33.68,973.05,184.4,64.12,1.55,137.98,4.8,15.75,18.17,45.15,0.72,1.08,25.05,12.33
dwarka,16,2018,8,8,16,97,33.68,973.12,147.43,62.15,1.23,127.7,4.4,14.03,16.95,44.27,0.7,1.2,34.05,11.05
dwarka,14.25,2018,8,8,17,98,33.45,973.52,113.25,61.95,1.37,147.85,4.13,14.52,16.15,48.77,0.92,1.38,32.4,11.1
dwarka,18.25,2018,8,8,18,131.25,31.33,973.95,25.27,80.93,1.1,227.1,9.75,28.55,12.17,27.65,1.4,1.35,33.42,23.13
dwarka,21.5,2018,8,8,19,169,29.6,974.93,8.38,98.9,0.8,280.1,14.27,34.65,8.43,10.25,1.9,2.22,25.03,29.95
dwarka,30,2018,8,8,20,176,29.25,975.6,8.83,98.93,0.35,296.57,23.15,40.45,9.12,7,2.28,2.62,28.13,40.25
dwarka,33.75,2018,8,8,21,197,28.8,976,9.25,98.9,0.6,285.1,27.83,40.67,11.35,5.65,2.35,3.03,25.68,44.35
dwarka,40.75,2018,8,8,22,232.75,28.7,976.45,9.72,98.95,0.45,298.85,23.35,38.6,19.3,5.93,1.95,2.68,15.15,39.77
dwarka,56.75,2018,8,8,23,263.25,28.93,977.3,10.57,99,0.55,137.27,15.55,36.2,15.45,6.95,1.65,1.92,14.97,31.87
dwarka,62,2018,8,9,0,272.75,28.55,977.28,10.87,99.02,0.45,95.27,15.05,32.83,7.35,7.07,1.35,1.55,15.65,29.73
dwarka,59.25,2018,8,9,1,239.5,29.43,976.95,10.83,99.1,1.15,32.8,26.12,38.18,6.2,97.7,1.58,2.08,11.1,41.6
dwarka,55.25,2018,8,9,2,160.25,28.92,976.7,10.65,99.1,1.38,43.78,14.4,27,1.9,61.07,1.2,4.7,35.6,26.1
dwarka,61.25,2018,8,9,3,126,28.47,976.6,10.58,99,0.85,70.38,12.27,25.75,2.4333334,67.6,1.08,3.43,30.82,23.7
dwarka,42.25,2018,8,9,4,105.75,28.35,976.98,10.8,99,0.63,86.88,15.25,24.97,2.9666667,140.37,1,2.58,29.7,25.75
dwarka,43.5,2018,8,9,5,112.75,28.4,977.53,12.38,99,0.63,102.25,13.05,25.43,3.5,19.08,0.97,2,34.52,24.15
dwarka,36,2018,8,9,6,106.25,28.57,978.08,50.65,99,0.87,98.07,14.55,24.1,17.95,9.25,1,1.5,25.45,24.6
dwarka,35.25,2018,8,9,7,146.5,30.22,978.05,211.18,98.93,1.25,126.78,17.95,24.62,18.05,12.35,1.12,1.25,32.58,27.72
dwarka,33.75,2018,8,9,8,205.75,31.7,977.92,307.22,70.9,2,152.28,8.43,16.42,15.58,24.72,0.88,1.47,36.1,15.6
dwarka,35.25,2018,8,9,9,183.25,32.85,977.77,531.53,64.1,1.88,146.55,7.05,13.88,15.53,36.4,0.78,1.03,38.57,13.15
dwarka,32,2018,8,9,10,161.25,33.6,977.48,601.2,60.22,1.65,135.43,5.25,12.47,10.17,44.78,0.8,0.9,43.28,10.92
dwarka,28,2018,8,9,11,153.75,34.42,977.05,690.75,56.1,1.7,130.77,4.5,11.58,10.63,51,0.72,0.72,38.62,9.8
dwarka,24.75,2018,8,9,12,146.75,34.68,977.52,419.48,54.97,1.3,119.45,3.93,13.53,10.97,55.75,0.75,0.63,36.15,10.35
dwarka,25.75,2018,8,9,13,150.5,35.55,977.4,313.23,51.6,1.3,118.15,3.93,14.75,12.3,63.12,0.77,0.78,35.82,11.05
dwarka,30.25,2018,8,9,14,169,35.82,976.77,368.5,51.05,1.43,95.37,4.87,16.2,16.9,66.13,0.75,0.9,30.38,12.52
dwarka,27.25,2018,8,9,15,178.5,35.58,976.38,132.7,52.3,1.12,126.6,4.2,16.12,11.6,65.55,0.72,0.82,31.18,12.05
dwarka,24.5,2018,8,9,16,152,35.6,975.73,129.05,51.45,1.3,132.95,3.95,14.33,9.82,63.25,0.67,0.7,30.35,10.83
dwarka,22.25,2018,8,9,17,126,34.92,975.55,131.22,55,1.22,140.03,3.6,16.45,10.3,60.3,0.95,0.83,26.78,11.78
dwarka,23.75,2018,8,9,18,147,33.25,976.27,21.15,60.4,1.02,136.35,4.3,23.88,17.15,40.55,1.12,0.98,26.25,16.2
dwarka,34,2018,8,9,19,177.75,32.15,977.15,8.75,66.83,0.65,140.15,7.95,37.05,18.1,20.58,1.53,1.3,26.5,26.2
dwarka,33.5,2018,8,9,20,196.25,31.65,977.57,8.65,71.35,0.9,143.9,9.75,42.6,18,11.28,1.7,1.17,23.85,30.63
dwarka,39.5,2018,8,9,21,216,31.37,977.62,8.8,74.38,0.53,124.77,22.02,47,16.75,5.52,1.77,0.55,25.65,43.05
dwarka,36.25,2018,8,9,22,202.25,30.95,977.73,9.03,76.87,0.55,123.6,25.68,47.22,18.9,4.52,1.73,1.87,19.25,46.1
dwarka,38.25,2018,8,9,23,171,30.6,977.52,8.97,77.02,0.98,150.08,13.7,41.08,13.6,4.83,1.03,1.72,22.4,32.97
dwarka,32,2018,8,10,0,141,30.2,977.4,9.03,78.8,0.65,155.45,11.5,43.18,8.4,5.45,0.87,1.23,26.03,32.38
dwarka,28.75,2018,8,10,1,118.5,29.6,977.25,9.35,86.62,0.43,143.77,8.08,35.38,6.95,9.7,0.85,1.03,24.6,25.4
dwarka,28.25,2018,8,10,2,108,29.5,977.07,9.6,93.83,0.4,154.6,24.6,32,17.6,5.93,0.9,0.75,23.9,37
dwarka,29.25,2018,8,10,3,114,29,976.82,10.05,99,0.4,173.88,14.77,36.97,17.4,5,0.8,0.3,19.75,31.6
dwarka,31.25,2018,8,10,4,108.5,29,976.73,10.23,99,0.55,155.65,20.6,36.52,17.92,4.4,0.8,0.2,23.05,36.2
dwarka,37.75,2018,8,10,5,129.75,28.5,976.95,11.22,99,0.3,161.72,22.28,36.85,10.58,4.25,1,0.18,25.1,38.48
dwarka,58.5,2018,8,10,6,202,29.1,977.38,44.73,99,0.38,118.73,37.43,37.9,11.214,5.45,1.6,1.75,28.62,50.73
dwarka,86.25,2018,8,10,7,334.5,31.82,977.4,189.82,89.45,0.72,171.9,41.42,38.45,11.848,6.75,1.97,3.25,26.17,54.28
dwarka,54.5,2018,8,10,8,372.5,34.08,977.2,295.58,65.72,1.02,231.8,21.47,41.57,12.482,21.75,1.67,5.17,27.4,39.53
dwarka,44.75,2018,8,10,9,351.5,35.8,977.18,509.2,57.68,0.95,237.88,10.08,26.92,13.116,44.9,1.3,2.13,29.62,22.53
dwarka,37.25,2018,8,10,10,251.25,35.35,976.8,594.93,57.88,1.4,258.1,5.85,17.73,13.75,59.67,0.83,0.78,29.53,14.25
